seed,max_neurons,layers,lr,unlock_layers,epoch,n_samples,data_fraction,Jou_score,Jou_mse,Jou_rmse,Jou_mape
10,390,1,0.01,3,100,11891,0.5,0.9992499947547913,0.0007626381702721119,0.027615904299372707,0.11276863515377045
11,390,1,0.01,3,100,11891,0.5,0.9986680746078491,0.0013543869135901332,0.036801996054427986,0.1727086901664734
12,390,1,0.01,3,100,11891,0.5,0.9989393353462219,0.0010785683989524841,0.03284156511118927,0.1456369310617447
13,390,1,0.01,3,100,11891,0.5,0.99922114610672,0.0007919912459328771,0.028142339027395664,0.164332777261734
14,390,1,0.01,3,100,11891,0.5,0.9988296627998352,0.0011900565586984158,0.034497196388959143,0.1313730627298355
15,390,1,0.01,3,100,11891,0.5,0.998750627040863,0.0012704611290246248,0.035643528571461955,0.15400543808937073
16,390,1,0.01,3,100,11891,0.5,0.9989458918571472,0.001071904436685145,0.03273995169033004,0.17730671167373657
17,390,1,0.01,3,100,11891,0.5,0.9992227554321289,0.0007903610239736736,0.028113360239816115,0.10187000781297684
18,390,1,0.01,3,100,11891,0.5,0.9989140629768372,0.0011042309924960136,0.03322997129845305,0.2661539614200592
19,390,1,0.01,3,100,11891,0.5,0.9991334080696106,0.0008811860461719334,0.029684778021267625,0.14137002825737
20,390,1,0.01,3,100,11891,0.5,0.9991205930709839,0.0008942311978898942,0.02990369873259651,0.1536397486925125
21,390,1,0.01,3,100,11891,0.5,0.9991695284843445,0.0008445102139376104,0.02906045790997813,0.14892230927944183
22,390,1,0.01,3,100,11891,0.5,0.999194860458374,0.0008186963386833668,0.028612870158083874,0.14266879856586456
23,390,1,0.01,3,100,11891,0.5,0.9990900158882141,0.0009253261378034949,0.030419173851429546,0.17297860980033875
24,390,1,0.01,3,100,11891,0.5,0.9991969466209412,0.000816627056337893,0.028576687287680723,0.15608765184879303
25,390,1,0.01,3,100,11891,0.5,0.9991722106933594,0.0008417826029472053,0.029013490016666477,0.12429328262805939
26,390,1,0.01,3,100,11891,0.5,0.9990808963775635,0.0009346231818199158,0.030571607445797084,0.1654178947210312
27,390,1,0.01,3,100,11891,0.5,0.9990138411521912,0.0010028205579146743,0.03166734213530833,0.14806289970874786
28,390,1,0.01,3,100,11891,0.5,0.9993681311607361,0.0006425277679227293,0.025348131448348007,0.15452425181865692
29,390,1,0.01,3,100,11891,0.5,0.9991778135299683,0.0008360865758731961,0.028915161695435773,0.1293531358242035
30,390,1,0.01,3,100,11891,0.5,0.9990095496177673,0.0010071494616568089,0.031735618186145495,0.13835327327251434
1,390,1,0.01,3,100,23783,1.0,0.9993166923522949,0.0006948531372472644,0.02636006709489307,0.13536769151687622
2,390,1,0.01,3,100,23783,1.0,0.9991521239280701,0.0008621599990874529,0.029362561180650656,0.143122136592865
3,390,1,0.01,3,100,23783,1.0,0.9991708993911743,0.0008431018213741481,0.02903621568617626,0.19028669595718384
4,390,1,0.01,3,100,23783,1.0,0.9993582367897034,0.0006525974604301155,0.025545987168831732,0.14193719625473022
5,390,1,0.01,3,100,23783,1.0,0.9986780285835266,0.0013442527269944549,0.03666405224459586,0.21125712990760803
6,390,1,0.01,3,100,23783,1.0,0.9991245865821838,0.0008902110857889056,0.029836405376467614,0.1876085251569748
7,390,1,0.01,3,100,23783,1.0,0.9993964433670044,0.0006137306336313486,0.02477358741949475,0.13113971054553986
8,390,1,0.01,3,100,23783,1.0,0.9995577931404114,0.0004496439651120454,0.021204809952273692,0.15322519838809967
9,390,1,0.01,3,100,23783,1.0,0.9992172122001648,0.000796013162471354,0.02821370522408133,0.14725424349308014
10,390,1,0.01,3,100,23783,1.0,0.9992866516113281,0.0007253661751747131,0.02693262287959925,0.12670762836933136
11,390,1,0.01,3,100,23783,1.0,0.9993353486061096,0.0006758908275514841,0.025997900445064483,0.09625975787639618
12,390,1,0.01,3,100,23783,1.0,0.9992351531982422,0.000777771754655987,0.027888559565814566,0.14890126883983612
13,390,1,0.01,3,100,23783,1.0,0.9992193579673767,0.000793783983681351,0.028174172280323533,0.1181061714887619
14,390,1,0.01,3,100,23783,1.0,0.9994274973869324,0.00058219104539603,0.02412863538196949,0.12073929607868195
15,390,1,0.01,3,100,23783,1.0,0.9993934631347656,0.0006167838582769036,0.024835133546588867,0.10984405875205994
16,390,1,0.01,3,100,23783,1.0,0.9994803667068481,0.0005284241633489728,0.022987478403447666,0.14535334706306458
17,390,1,0.01,3,100,23783,1.0,0.9993171691894531,0.0006943333428353071,0.026350205745597266,0.10474833846092224
18,390,1,0.01,3,100,23783,1.0,0.9990654587745667,0.0009502979810349643,0.03082690352654584,0.12120454013347626
19,390,1,0.01,3,100,23783,1.0,0.9992479085922241,0.0007647925522178411,0.027654882972412687,0.13176505267620087
20,390,1,0.01,3,100,23783,1.0,0.9984100461006165,0.001616750261746347,0.040208833130872465,0.1856459677219391
21,390,1,0.01,3,100,23783,1.0,0.9993596076965332,0.0006512256804853678,0.025519123818919954,0.12929324805736542
22,390,1,0.01,3,100,23783,1.0,0.9994738101959229,0.0005350379506126046,0.023130887371923384,0.1534896343946457
23,390,1,0.01,3,100,23783,1.0,0.9990202784538269,0.0009962399490177631,0.031563268984973074,0.14322629570960999
24,390,1,0.01,3,100,23783,1.0,0.9991635680198669,0.0008505485602654517,0.029164165687800014,0.14101408421993256
25,390,1,0.01,3,100,23783,1.0,0.9987169504165649,0.0013047221582382917,0.036120937947931135,0.1250418871641159
26,390,1,0.01,3,100,23783,1.0,0.998813807964325,0.001206212560646236,0.034730570980711445,0.2066309154033661
27,390,1,0.01,3,100,23783,1.0,0.999433696269989,0.0005758812185376883,0.02399752525861132,0.11658786237239838
28,390,1,0.01,3,100,23783,1.0,0.999143123626709,0.0008713034330867231,0.029517849398062915,0.17641593515872955
29,390,1,0.01,3,100,23783,1.0,0.9990615844726562,0.0009542412008158863,0.030890794758566608,0.12739282846450806
30,390,1,0.01,3,100,23783,1.0,0.9994153380393982,0.0005945174489170313,0.024382728496151355,0.13739842176437378
