seed,max_neurons,layers,lr,epoch,n_samples,data_fraction,Jou_score,Jou_mse,Jou_rmse,Jou_mape
24,390,1,0.01,100,11523,0.5,0.9975098371505737,0.0024300466757267714,0.049295503605570064,0.19708284735679626
25,390,1,0.01,100,11523,0.5,0.9921327233314514,0.007677275687456131,0.08762006441138999,0.22395524382591248
26,390,1,0.01,100,11523,0.5,0.9971967935562134,0.0027355351485311985,0.052302343623696235,0.20625314116477966
27,390,1,0.01,100,11523,0.5,0.9978941679000854,0.002054994460195303,0.045332046724092474,0.1918509155511856
28,390,1,0.01,100,11523,0.5,0.9963104724884033,0.0036004604771733284,0.0600038371870777,0.20915670692920685
29,390,1,0.01,100,11523,0.5,0.9973815679550171,0.0025551789440214634,0.05054877786872264,0.1926516592502594
30,390,1,0.01,100,11523,0.5,0.9940252900123596,0.005830410867929459,0.07635712715869723,0.2924214005470276
1,390,1,0.01,100,23046,1.0,0.998189389705658,0.0017668880755081773,0.04203436779003792,0.1517416089773178
2,390,1,0.01,100,23046,1.0,0.9985418319702148,0.0014229512307792902,0.03772202580428695,0.14303377270698547
3,390,1,0.01,100,23046,1.0,0.9969967603683472,0.002930743619799614,0.05413634287426159,0.19411349296569824
4,390,1,0.01,100,23046,1.0,0.9983712434768677,0.0015894242096692324,0.03986758344406182,0.168948233127594
5,390,1,0.01,100,23046,1.0,0.997462272644043,0.0024764700792729855,0.049764144514630064,0.22222919762134552
6,390,1,0.01,100,23046,1.0,0.9986445903778076,0.0013226506998762488,0.03636826501053149,0.12290988117456436
7,390,1,0.01,100,23046,1.0,0.9963047504425049,0.0036060099955648184,0.06005006241099853,0.17605414986610413
8,390,1,0.01,100,23046,1.0,0.9986211657524109,0.0013455423759296536,0.03668163540424082,0.16076210141181946
9,390,1,0.01,100,23046,1.0,0.9964704513549805,0.0034443431068211794,0.05868852619397747,0.15693795680999756
10,390,1,0.01,100,23046,1.0,0.9988259673118591,0.0011456935899332166,0.033848095809560934,0.14316199719905853
11,390,1,0.01,100,23046,1.0,0.9947925209999084,0.005081751849502325,0.07128640718609913,0.21842649579048157
12,390,1,0.01,100,23046,1.0,0.9989338517189026,0.0010404251515865326,0.032255622015185705,0.15086403489112854
13,390,1,0.01,100,23046,1.0,0.9969548583030701,0.0029716133140027523,0.05451250603304486,0.16139312088489532
14,390,1,0.01,100,23046,1.0,0.9853622913360596,0.01428423821926117,0.11951668594493896,0.34824293851852417
15,390,1,0.01,100,23046,1.0,0.9982774257659912,0.0016809772932901978,0.040999723087969724,0.13030581176280975
16,390,1,0.01,100,23046,1.0,0.9939612150192261,0.00589298689737916,0.07676579249495936,0.26571232080459595
17,390,1,0.01,100,23046,1.0,0.9982209205627441,0.0017361186910420656,0.04166675762573884,0.14836934208869934
18,390,1,0.01,100,23046,1.0,0.9986007809638977,0.0013654457870870829,0.03695193888129664,0.15725818276405334
19,390,1,0.01,100,23046,1.0,0.9983534216880798,0.0016067916294559836,0.040084805468605975,0.1372957080602646
20,390,1,0.01,100,23046,1.0,0.9977428913116455,0.00220261188223958,0.046931992097497634,0.14426016807556152
21,390,1,0.01,100,23046,1.0,0.9977620840072632,0.0021838501561433077,0.046731682573424506,0.20254497230052948
22,390,1,0.01,100,23046,1.0,0.9948112368583679,0.005063476972281933,0.07115811248397426,0.240095853805542
23,390,1,0.01,100,23046,1.0,0.998863160610199,0.0011093957582488656,0.03330759310200702,0.12423612922430038
24,390,1,0.01,100,23046,1.0,0.9982132315635681,0.0017436043126508594,0.04175648827009833,0.15430626273155212
25,390,1,0.01,100,23046,1.0,0.9974082708358765,0.002529134275391698,0.05029049885805169,0.20212475955486298
26,390,1,0.01,100,23046,1.0,0.9981300234794617,0.0018248296109959483,0.042718024427587334,0.16575239598751068
27,390,1,0.01,100,23046,1.0,0.995849072933197,0.004050685558468103,0.06364499633488954,0.15997502207756042
28,390,1,0.01,100,23046,1.0,0.9983419179916382,0.0016180509701371193,0.04022500429008205,0.16321973502635956
29,390,1,0.01,100,23046,1.0,0.9974280595779419,0.0025098242331296206,0.0500981460049134,0.19220292568206787
30,390,1,0.01,100,23046,1.0,0.9977010488510132,0.002243407303467393,0.0473646207993624,0.18506047129631042
