seed,max_neurons,layers,lr,unlock_layers,epoch,n_samples,data_fraction,Hys_score,Hys_mse,Hys_rmse,Hys_mape
15,380,2,0.01,4,100,5761,0.25,0.9978921413421631,0.0020546226296573877,0.04532794535005296,0.3470701575279236
16,380,2,0.01,4,100,5761,0.25,0.9978716969490051,0.0020745270885527134,0.04554697672242048,0.5646988153457642
17,380,2,0.01,4,100,5761,0.25,0.9979807734489441,0.001968227792531252,0.044364713371453805,0.6496996879577637
18,380,2,0.01,4,100,5761,0.25,0.9955340623855591,0.00435310835018754,0.06597808992527399,0.6599482893943787
19,380,2,0.01,4,100,5761,0.25,0.9973383545875549,0.002594425342977047,0.05093550179371012,0.8342117071151733
20,380,2,0.01,4,100,5761,0.25,0.9979647397994995,0.0019838446751236916,0.0445403712953057,0.5833472013473511
21,380,2,0.01,4,100,5761,0.25,0.9969334006309509,0.0029891503509134054,0.0546731227470446,0.593059241771698
22,380,2,0.01,4,100,5761,0.25,0.9973868727684021,0.0025471183471381664,0.05046898401135262,0.9675782918930054
23,380,2,0.01,4,100,5761,0.25,0.9976635575294495,0.0022774466779083014,0.04772260133216023,0.8435007333755493
24,380,2,0.01,4,100,5761,0.25,0.998140275478363,0.0018127515213564038,0.04257641978086466,0.36437302827835083
25,380,2,0.01,4,100,5761,0.25,0.997336208820343,0.002596491016447544,0.050955775103981533,0.4297802448272705
26,380,2,0.01,4,100,5761,0.25,0.9978358745574951,0.0021094537805765867,0.045928790323462546,0.8791159987449646
27,380,2,0.01,4,100,5761,0.25,0.9978399276733398,0.002105524530634284,0.04588599492910973,0.7470455169677734
28,380,2,0.01,4,100,5761,0.25,0.9974333047866821,0.0025018686428666115,0.050018682938144335,1.3805201053619385
29,380,2,0.01,4,100,5761,0.25,0.9974867105484009,0.002449784195050597,0.04949529467586386,0.8373321890830994
30,380,2,0.01,4,100,5761,0.25,0.9978777766227722,0.0020686096977442503,0.0454819711286159,0.608111560344696
1,380,2,0.01,4,100,11523,0.5,0.995993435382843,0.003905346617102623,0.062492772518929124,1.2936959266662598
2,380,2,0.01,4,100,11523,0.5,0.9968281984329224,0.0030917073599994183,0.05560312365325727,0.46368932723999023
3,380,2,0.01,4,100,11523,0.5,0.997323751449585,0.0026086533907800913,0.0510749781280432,0.5217942595481873
4,380,2,0.01,4,100,11523,0.5,0.9973475337028503,0.002585472073405981,0.050847537535322014,0.3889385461807251
5,380,2,0.01,4,100,11523,0.5,0.9971373677253723,0.002790333703160286,0.05282360933484464,1.6304211616516113
6,380,2,0.01,4,100,11523,0.5,0.9955814480781555,0.004306942690163851,0.06562730140851329,0.3923557698726654
7,380,2,0.01,4,100,11523,0.5,0.9900650382041931,0.009683992713689804,0.09840727977995227,1.2523868083953857
8,380,2,0.01,4,100,11523,0.5,0.9897717833518982,0.009969836100935936,0.09984906660022384,0.4237927198410034
9,380,2,0.01,4,100,11523,0.5,0.9965155124664307,0.0033964477479457855,0.058279050678144935,1.0667989253997803
10,380,2,0.01,4,100,11523,0.5,0.9958680272102356,0.004027578514069319,0.06346320598637702,1.7340986728668213
11,380,2,0.01,4,100,11523,0.5,0.9966957569122314,0.0032207558397203684,0.056751703408094885,0.4862304925918579
12,380,2,0.01,4,100,11523,0.5,0.9969781041145325,0.0029455411713570356,0.054272840089284395,1.8390170335769653
13,380,2,0.01,4,100,11523,0.5,0.9981588125228882,0.0017946732696145773,0.04236358423946889,0.4241771101951599
14,380,2,0.01,4,100,11523,0.5,0.9978192448616028,0.002125666942447424,0.046104955725468647,0.9726406931877136
15,380,2,0.01,4,100,11523,0.5,0.998389720916748,0.0015695816837251186,0.03961794648546437,0.3595047891139984
16,380,2,0.01,4,100,11523,0.5,0.9889148473739624,0.010805131867527962,0.10394773623089616,2.308321714401245
