seed,max_neurons,layers,lr,epoch,n_samples,data_fraction,Hys_score,Hys_mse,Hys_rmse,Hys_mape
17,380,2,0.01,100,12080,0.5,0.9986148476600647,0.0014120939886197448,0.037577839062667574,0.08326940983533859
18,380,2,0.01,100,12080,0.5,0.9996020793914795,0.0004056418838445097,0.020140553215949895,0.06269459426403046
19,380,2,0.01,100,12080,0.5,0.9987848997116089,0.0012387268943712115,0.03519555219585582,0.14381201565265656
20,380,2,0.01,100,12080,0.5,0.9986419081687927,0.0013845544308423996,0.03720960132603411,0.09743452072143555
21,380,2,0.01,100,12080,0.5,0.9992658495903015,0.0007484514499083161,0.027357840739143068,0.08812886476516724
22,380,2,0.01,100,12080,0.5,0.9989594221115112,0.0010608419543132186,0.03257056883619349,0.07258767634630203
23,380,2,0.01,100,12080,0.5,0.9953575134277344,0.004732857458293438,0.06879576628175195,0.10494554042816162
24,380,2,0.01,100,12080,0.5,0.9951178431510925,0.0049771820195019245,0.07054914612879397,0.1484508216381073
25,380,2,0.01,100,12080,0.5,0.9993754625320435,0.0006367170135490596,0.025233252139767074,0.09188622236251831
26,380,2,0.01,100,12080,0.5,0.9959321022033691,0.004147054627537727,0.06439762905214545,0.11240313202142715
27,380,2,0.01,100,12080,0.5,0.9963855147361755,0.0036848403979092836,0.06070288624035338,0.10027939826250076
28,380,2,0.01,100,12080,0.5,0.9974039196968079,0.0026465856935828924,0.05144497734067819,0.06578429043292999
29,380,2,0.01,100,12080,0.5,0.9961258172988892,0.003949605394154787,0.0628458860559288,0.11972184479236603
30,380,2,0.01,100,12080,0.5,0.9995244741439819,0.00048475939547643065,0.02201725222357301,0.06617414951324463
1,380,2,0.01,100,24160,1.0,0.9995098114013672,0.0004997215000912547,0.022354451460307737,0.06874147057533264
2,380,2,0.01,100,24160,1.0,0.9988213181495667,0.0012016501277685165,0.03466482551187178,0.09000229835510254
3,380,2,0.01,100,24160,1.0,0.9886859059333801,0.011534275487065315,0.1073977443295031,0.1026550903916359
4,380,2,0.01,100,24160,1.0,0.9945182204246521,0.005588463973253965,0.07475602967824044,0.057595331221818924
