seed,max_neurons,layers,lr,epoch,n_samples,data_fraction,Jou_score,Jou_mse,Jou_rmse,Jou_mape
10,350,1,0.01,100,24160,1.0,0.925859808921814,0.08539047837257385,0.2922164923007835,0.08723610639572144
11,350,1,0.01,100,24160,1.0,0.9420267343521118,0.0667702779173851,0.2583994541739303,0.08159926533699036
12,350,1,0.01,100,24160,1.0,0.9304029941558838,0.08015786856412888,0.28312164976230425,0.07463791221380234
13,350,1,0.01,100,24160,1.0,0.9297968149185181,0.08085606247186661,0.28435200451529546,0.08574400842189789
14,350,1,0.01,100,24160,1.0,0.9302607774734497,0.08032166957855225,0.28341077886797506,0.07658877223730087
15,350,1,0.01,100,24160,1.0,0.9366515874862671,0.07296111434698105,0.27011315100709377,0.1009192019701004
16,350,1,0.01,100,24160,1.0,0.9437116980552673,0.06482965499162674,0.25461668246921043,0.10974206030368805
17,350,1,0.01,100,24160,1.0,0.9261156320571899,0.08509580790996552,0.29171185767802704,0.07526612281799316
18,350,1,0.01,100,24160,1.0,0.9625648856163025,0.04311559721827507,0.20764295610079112,0.08008996397256851
19,350,1,0.01,100,24160,1.0,0.921323299407959,0.09061530232429504,0.3010237570762398,0.11220315098762512
20,350,1,0.01,100,24160,1.0,0.9457788467407227,0.06244881823658943,0.24989761550801046,0.08352651447057724
21,350,1,0.01,100,24160,1.0,0.9326105713844299,0.07761527597904205,0.2785951829788915,0.10584727674722672
22,350,1,0.01,100,24160,1.0,0.9305628538131714,0.07997377961874008,0.2827963571525278,0.09047290682792664
23,350,1,0.01,100,24160,1.0,0.9276718497276306,0.08330342173576355,0.2886233215382353,0.12420827150344849
24,350,1,0.01,100,24160,1.0,0.9321252107620239,0.07817430794239044,0.27959668800325665,0.06975129246711731
25,350,1,0.01,100,24160,1.0,0.9528142213821411,0.054345887154340744,0.23312204347581708,0.16610805690288544
26,350,1,0.01,100,24160,1.0,0.9277500510215759,0.08321336656808853,0.2884672712251574,0.08117996901273727
27,350,1,0.01,100,24160,1.0,0.9369129538536072,0.07266008108854294,0.2695553395660025,0.12023571133613586
28,350,1,0.01,100,24160,1.0,0.9238432049751282,0.08771304786205292,0.2961638868296621,0.13178449869155884
29,350,1,0.01,100,24160,1.0,0.9280169606208801,0.08290594816207886,0.28793393020288327,0.07656099647283554
30,350,1,0.01,100,24160,1.0,0.9338798522949219,0.07615341991186142,0.27595909101144217,0.09541135281324387
